id,age,annual_income,monthly_debt,credit_score,num_credit_lines,employment_years,loan_amount,loan_term_months,num_late_payments,savings_balance,education,home_status,loan_purpose,region,noise_num_1,noise_num_2,noise_cat_1,noise_num_3,noise_num_4,default
11803,37,70339,1739.31,655,7,0.1,20409,60,0,,Master,Rent,Education,East,0.874916979,-0.945042577,C,92,47.68858175,0
11804,26,15000,3818.34,634,3,,53580,84,1,38113.69,High School,Mortgage,Medical,West,-1.170340901,-0.378336251,A,27,531.031488,0
11805,47,,4102.43,743,2,8.7,22145,12,,,PhD,Own,Home Improvement,East,-0.42716108,-0.696133041,A,61,34.70648023,0
11806,54,96526,854.96,482,2,13.1,7689,60,0,3156.87,Bachelor,Mortgage,Home Improvement,North,0.161347889,-0.534615105,B,12,143.6642147,0
11807,19,,3608.14,,8,1.3,13595,36,1,,Bachelor,Rent,Medical,East,0.356463049,-0.854223884,B,67,67.80104113,0
11808,57,,1162.02,671,1,,5671,24,,3120.03,Bachelor,Rent,Debt Consolidation,East,0.283949613,0.07279585,D,77,76.54899488,0
11809,48,,1124.95,,2,2.8,5206,60,1,1137.15,Bachelor,Other,Medical,East,0.165237892,0.588056164,A,97,707.1583793,0
11810,50,66171,3619.4,725,4,0.7,42111,48,,4484.16,None,Own,Education,West,-0.609019245,0.947761521,C,96,816.26225,0
11811,48,72519,3255.77,636,2,,10384,12,1,7849.9,Bachelor,Rent,Medical,North,-1.087177026,-2.27011273,A,95,896.7661265,0
11812,59,38856,1589.11,610,4,4.5,24010,84,0,11737.67,Master,Other,Debt Consolidation,East,-0.157893594,-0.458590156,C,7,56.29090274,0
11813,55,,1228.48,,3,1.3,15156,84,1,1696.07,Bachelor,Rent,Home Improvement,East,-0.72026373,-1.058791911,D,22,353.6000583,0
11814,38,39603,754.58,775,5,4.7,18427,84,0,1902.94,Master,Mortgage,Medical,Central,-0.063417866,1.516735504,B,62,76.79799425,0
11815,75,55002,4456.11,592,8,1.2,7206,84,1,268.22,Bachelor,Rent,Other,South,0.165385888,2.743069396,C,83,61.21511285,0
11816,54,15000,786.22,788,4,20.4,31234,24,,2611,High School,Mortgage,Business,South,0.098186301,-0.762625139,D,23,60.9256023,1
11817,20,56866,702.38,718,2,4.9,10103,60,1,,None,Mortgage,Education,West,2.752000623,0.827422888,C,21,172.2686148,0
11818,27,21379,705.8,552,4,0.5,18264,84,,2900.44,None,Rent,Debt Consolidation,North,0.692768564,1.012219053,C,50,112.5874051,0
11819,55,25364,1203.61,601,7,9.2,8034,36,1,4013.36,PhD,Mortgage,Debt Consolidation,Central,1.525513607,2.173250752,D,73,76.69380282,0
11820,44,122283,1898.06,664,2,6.1,24269,60,1,627.06,Bachelor,Mortgage,Debt Consolidation,West,0.215773417,0.392203121,A,64,209.00833,0
11821,36,79594,4615.33,418,4,2.3,13104,12,1,3487.21,Bachelor,Own,Other,South,0.219485292,1.761823462,A,80,80.84400254,1
11822,35,25606,1809.81,604,3,1.7,60657,48,2,9141.96,Bachelor,Mortgage,Debt Consolidation,Central,-0.072105494,0.121187272,C,53,84.91374188,1
11823,48,48582,1948.9,499,3,1.4,9161,36,2,873.97,Bachelor,Rent,Other,East,-1.67974552,0.804129756,D,98,267.8063444,0
11824,42,39975,819.16,658,1,6.7,27822,84,1,,Master,Rent,Medical,East,-0.549453295,-0.204192887,B,65,220.0521721,0
11825,28,116582,1331.02,599,2,2.9,13632,84,1,1324.14,Bachelor,Other,Other,Central,0.362107734,-0.454454696,D,1,155.3392763,0
11826,57,155825,1806.42,642,3,7.5,34397,24,,22159.98,Bachelor,Rent,Business,North,0.852160368,1.603770496,C,61,411.4660699,0
11827,34,56533,958.8,,6,1.7,35789,84,0,,Master,Mortgage,Home Improvement,South,-0.338627305,-2.015500353,D,99,139.7396176,0
11828,48,,2259.63,521,1,1,5447,12,1,,Master,Own,Debt Consolidation,North,-0.964460317,1.164194533,A,21,100.2044777,0
11829,43,,2406.28,536,1,19.4,20134,24,1,11958.87,High School,Mortgage,Debt Consolidation,Central,-0.841281659,0.951620931,C,48,309.5546055,0
11830,42,23148,2082.2,607,7,0.1,16170,48,,2706.75,PhD,Rent,Other,Central,-0.092317526,-0.478717691,C,4,72.02245513,1
11831,70,32879,2085.16,670,5,0.7,13746,24,1,5963.8,Bachelor,Mortgage,Other,Central,-0.92278726,-1.01285842,B,55,74.79926991,1
11832,53,57252,2376.07,683,4,2.9,5694,84,0,4882.08,Bachelor,Own,Other,North,1.447766925,-0.954354243,B,78,309.3577477,0
11833,41,90823,1928.71,560,3,7.8,18191,12,,1148.9,High School,Own,Home Improvement,South,-0.569947156,1.775957343,A,89,69.7380105,0
11834,47,45627,2157.08,492,5,9.1,6985,24,,,Master,Mortgage,Home Improvement,South,-0.738877143,0.099845842,A,97,90.86951011,0
11835,22,,303.48,,4,5.9,4308,48,,2186.28,High School,Own,Business,South,-0.065231742,-0.665622405,C,62,72.80612225,0
11836,38,64165,2794.62,,2,,3002,36,0,10265.95,None,Rent,Debt Consolidation,South,0.747933656,-1.011803161,C,28,217.2034473,0
11837,43,71945,821.61,558,7,4.8,24966,24,0,3285.26,Master,Mortgage,Medical,East,1.480994638,0.175974454,A,51,58.97557376,0
11838,33,,768.69,572,3,,7228,36,,11223.53,Bachelor,Rent,Medical,South,-0.483360038,-0.429976236,C,75,63.13647065,0
11839,28,,2497.88,817,5,2.1,53352,12,1,,High School,Mortgage,Education,West,0.305669402,2.202431076,A,33,88.3268963,0
11840,41,,1204.8,670,6,5.1,53258,84,3,17958,Master,Rent,Business,South,1.682777053,1.833494737,C,56,15.07280825,1
11841,33,43175,2192.99,553,3,11.9,7372,48,1,4162.55,High School,Mortgage,Business,South,-0.778876316,-0.510808552,B,66,294.0262151,0
11842,30,81441,1725.67,672,9,1.2,7765,84,2,12371.31,High School,Mortgage,Home Improvement,Central,1.484799642,-0.526408419,A,74,48.47559158,0
11843,36,42632,1938.54,658,3,11.4,34758,48,0,,Master,Mortgage,Medical,North,-0.74411396,-0.373362223,A,88,62.72521721,0
11844,23,31490,1412.46,728,8,0.6,7306,24,3,13280.82,High School,Mortgage,Home Improvement,North,-1.629055568,1.137040372,B,67,73.4867328,0
11845,43,,2571.45,584,2,3.1,9699,48,1,13655.66,High School,Mortgage,Business,South,0.750554228,-0.672935109,D,47,81.12015096,0
11846,34,93796,1829.2,745,2,2,14345,84,0,1411.94,Bachelor,Own,Other,Central,1.198345605,1.512216295,B,96,66.58296906,0
11847,29,55516,1267.72,653,2,,25888,60,2,1492.87,High School,Own,Business,East,0.581996404,-0.589198452,D,41,144.6460916,0
11848,44,15000,1716.95,673,0,2.6,9728,24,0,1861.18,None,Own,Home Improvement,West,1.308031456,0.846012022,D,57,36.56615937,0
11849,26,29727,2023.01,457,4,3,3758,84,1,7489.44,Bachelor,Own,Medical,Central,0.544694039,-0.358165508,C,67,80.43316237,0
11850,52,22296,2117.73,744,2,,6779,60,0,6521.88,High School,Mortgage,Home Improvement,North,1.01655243,-1.083503934,D,39,38.27642126,0
11851,57,45550,1581.93,680,5,1.6,17451,48,1,4533.61,Bachelor,Other,Home Improvement,Central,1.917440055,0.444114464,D,6,144.9326016,0
11852,51,54620,2521.91,786,3,,3018,12,1,6061.27,Bachelor,Mortgage,Home Improvement,South,1.401197324,0.337830031,A,23,121.8669812,0
11853,53,78951,2205,562,9,0.4,16640,12,2,,Master,Rent,Other,Central,-1.30975109,1.275901871,D,84,139.7328165,0
11854,25,17802,990.29,,3,1.7,3187,48,0,,High School,Rent,Debt Consolidation,East,0.183537412,0.807687486,D,73,522.4283341,0
11855,30,,3057.13,598,4,4.3,39327,84,0,7038.08,None,Mortgage,Business,West,-1.829466732,0.594658198,D,44,543.3979074,1
11856,20,179606,1237.62,,1,,23097,84,2,,None,Mortgage,Education,North,-0.130368153,0.332863209,A,77,41.86955856,0
11857,18,59157,3759.62,579,1,8.6,11088,84,1,,PhD,Mortgage,Other,West,0.254330704,-1.836824384,D,54,18.85713828,0
11858,49,50208,1700.98,612,4,6.2,23743,24,2,1098.47,High School,Other,Debt Consolidation,West,-1.556137857,0.524785947,D,88,183.5929057,0
11859,32,96589,3572.85,,5,,21031,36,,1674.6,High School,Mortgage,Home Improvement,Central,-1.383902665,-1.063493488,B,88,129.1035096,0
11860,66,43500,1606.22,562,4,6.4,39335,12,3,5969.11,None,Mortgage,Business,West,-0.071868569,-0.723866101,A,51,56.86141072,0
11861,30,,2948.93,,3,3.1,2899,84,0,3756.69,High School,Own,Business,South,-1.747873857,1.519802286,C,94,625.1251007,0
11862,18,17240,2700.17,,2,,11806,84,0,1001.69,Bachelor,Own,Home Improvement,South,-2.003524898,0.241550445,A,8,75.46128386,1
11863,38,42083,3498.5,,4,4.7,4234,24,0,,High School,Rent,Debt Consolidation,West,-0.623208467,-2.112515967,A,94,107.1168998,0
11864,43,64063,1205.7,668,2,3.8,22346,36,0,855.16,None,Other,Home Improvement,North,-0.230658455,-0.585639793,D,83,132.5194188,0
11865,35,,1841.87,,7,6.9,36763,84,0,,High School,Mortgage,Medical,South,1.074811755,-1.246776962,A,85,53.17554145,0
11866,24,,1269.86,,1,2.8,6176,48,1,2240.45,Bachelor,Rent,Home Improvement,North,-0.395209078,-1.26623683,A,47,182.370728,0
11867,33,,2024.06,603,6,0.8,28958,60,1,111195.25,Bachelor,Own,Education,South,0.706487395,0.281842754,D,4,345.890688,0
11868,46,22592,488.73,,3,2.4,12623,48,0,7115.87,Bachelor,Mortgage,Home Improvement,East,-0.826194125,0.587185332,B,74,309.8266908,0
11869,34,55856,6972.83,583,6,2,9192,60,0,423.23,High School,Mortgage,Business,North,-1.520635954,-0.598313456,B,58,429.9698542,0
11870,34,47207,1047.56,595,5,,4689,36,0,1248.6,Master,Mortgage,Business,East,1.706501049,0.431375289,A,46,214.4363457,0
11871,20,123545,1262.43,613,3,0.8,44271,36,,,PhD,Rent,Other,East,1.361644455,-1.072972176,B,35,407.0934646,0
11872,25,22112,689.26,682,3,14.4,79563,12,0,1491.49,None,Rent,Home Improvement,East,0.061923566,1.600193585,B,53,268.7240741,1
11873,49,38258,1429.72,,4,18.5,20861,60,0,770.53,Bachelor,Rent,Business,North,0.857166977,0.678579683,B,62,227.6638779,0
11874,64,82894,1997.12,657,2,0.5,17151,12,2,11031.17,High School,Other,Home Improvement,North,-0.939808985,0.290945979,B,45,664.5721643,0
11875,33,24707,822.26,689,3,1.7,11466,12,,6317.87,Bachelor,Rent,Medical,West,-1.104531589,0.02083862,B,95,94.88094791,0
11876,45,39312,8077.32,478,9,1.6,8067,24,0,4077.38,Bachelor,Own,Medical,West,-0.932108253,1.242697289,A,67,702.399263,1
11877,18,31425,1907.76,668,3,3.7,7936,48,2,18037.29,High School,Mortgage,Home Improvement,North,-0.313615931,0.021854816,D,33,718.7612068,0
11878,50,15319,692.26,,3,4,11975,48,1,1220.51,High School,Mortgage,Education,Central,-0.060410027,-0.948664953,C,76,183.7737539,0
11879,44,75985,2610.55,535,3,1.1,24358,60,,11724.55,Bachelor,Mortgage,Debt Consolidation,East,0.662721439,1.349841141,A,12,98.17576129,0
11880,18,35042,1197.93,694,7,10.3,3403,36,2,50075.42,None,Rent,Home Improvement,North,1.456129496,0.187282183,A,40,32.66000504,0
11881,51,50692,1973.38,679,5,2.6,19898,84,0,11780.2,Master,Rent,Other,West,1.200593057,2.290631321,D,59,51.89374352,0
11882,51,,716.26,763,0,,12504,12,1,6518.22,High School,Own,Debt Consolidation,West,-0.595977108,-2.025729166,B,12,126.4316396,1
11883,43,,1687.94,594,6,2.3,6225,24,2,,Bachelor,Mortgage,Debt Consolidation,West,-0.133487008,0.242924508,B,80,1074.447059,0
11884,24,119408,1556.71,555,7,0.5,10426,84,,35563.39,High School,Rent,Education,West,1.670208799,1.353697027,D,49,20.75633614,0
11885,56,,1970.57,617,2,,13028,36,0,2447.3,High School,Rent,Debt Consolidation,South,-0.407270778,1.49117302,A,35,150.8969988,0
11886,35,29173,455.31,656,4,2.2,4716,84,0,10252.39,None,Rent,Business,East,0.783122476,-0.30093973,D,54,191.8787987,0
11887,41,28543,1277.79,710,4,9.2,3734,60,,14070.05,Bachelor,Other,Home Improvement,South,0.821254933,-1.088736211,A,27,84.8350366,1
11888,44,52147,2566.1,,5,22.4,9709,60,1,41354.65,Bachelor,Other,Business,Central,0.302909522,-0.52665659,B,76,193.7129475,0
11889,32,115353,468.12,657,3,0.6,11702,12,,,Master,Mortgage,Business,North,1.006874608,-0.020157891,A,57,132.6519079,0
11890,55,31082,4756.2,527,3,6.3,28054,24,2,2349.95,High School,Mortgage,Education,East,0.879170293,0.095182776,A,16,577.9890041,1
11891,45,,4312.95,571,2,7.2,9993,36,0,24582.09,Bachelor,Mortgage,Business,North,-0.035305216,-0.475834909,B,86,51.84892176,0
11892,55,,901.37,652,5,13.6,29578,84,1,621.81,None,Mortgage,Home Improvement,South,-0.398984605,-1.307442853,A,88,66.8135516,0
11893,37,137089,2136.32,699,2,5.3,20210,24,1,23888.36,High School,Mortgage,Other,East,0.840535237,0.150084892,A,54,96.86932891,0
11894,45,44853,1675.27,560,7,0.5,11169,48,2,,PhD,Mortgage,Business,Central,-0.090341789,-1.30482479,C,60,85.68871218,0
11895,50,61677,2422.77,614,2,0.3,34164,48,1,596.27,Bachelor,Own,Home Improvement,West,-1.730485697,0.610601313,A,22,273.7203104,0
11896,40,,1962.64,,3,,9405,84,0,3762.42,Bachelor,Mortgage,Business,Central,-0.319218765,-0.85938277,C,80,57.76705118,0
11897,18,44080,846.27,,5,,5186,36,,918.46,High School,Rent,Home Improvement,North,-0.14833592,1.015940423,C,93,334.781283,0
11898,48,45844,1331.39,561,5,6.7,10078,36,0,7851.92,High School,Own,Debt Consolidation,Central,-0.834714225,-0.254505285,B,19,281.5081377,0
11899,21,,2321.82,572,3,0.8,27434,48,1,23676.51,High School,Mortgage,Medical,East,-2.591953377,0.627698065,C,43,26.08912727,0
11900,42,,1911.16,669,2,1.2,9257,84,0,,High School,Rent,Home Improvement,North,-0.904031172,-0.536542399,A,5,1065.52105,0
11901,64,33059,1138.86,803,7,,2347,24,0,3524,High School,Mortgage,Debt Consolidation,North,-0.012895561,0.882330192,C,53,140.2017046,0
11902,47,64505,1453.99,665,5,1.8,8506,48,0,2852.51,None,Own,Other,Central,-0.505858253,-0.316579142,A,58,253.8093784,0
11903,66,135775,1198.05,517,4,12.1,28088,60,2,21276.61,Master,Mortgage,Debt Consolidation,South,-0.386097095,1.102662085,C,74,56.12475865,0
11904,48,42649,1888.18,,10,1.5,18262,60,1,3742.7,Bachelor,Mortgage,Debt Consolidation,North,0.048987639,0.16969905,B,71,17.6234509,0
11905,30,160128,560.53,588,5,13.9,36590,60,,3090.93,Bachelor,Rent,Medical,South,-0.590964519,-0.108220602,B,66,53.61299578,0
11906,41,25382,2640.52,736,7,,18868,48,2,1515.36,Master,Mortgage,Home Improvement,North,0.282652753,0.589053403,A,87,16.59471831,0
11907,44,102646,1455.54,802,5,22.1,12580,60,,1553.37,Bachelor,Mortgage,Home Improvement,West,-0.252574136,-0.746117038,B,52,168.8355935,0
11908,55,63476,12547.77,579,3,4.7,12908,84,3,,Master,Mortgage,Debt Consolidation,Central,1.241408146,1.239356439,B,7,110.6914087,0
11909,53,,1172.93,582,4,3.4,5876,24,1,31905.81,Bachelor,Mortgage,Home Improvement,North,0.444361538,-0.712904216,D,16,18.75591202,0
11910,18,112409,1499.47,688,4,7.6,15416,24,1,1702.19,Master,Mortgage,Debt Consolidation,East,0.197756024,-0.065892318,C,43,1212.147482,0
11911,28,33459,3685.15,526,5,5.9,33269,36,1,1069.21,Bachelor,Other,Home Improvement,South,1.510326967,-0.421195021,C,93,91.02026131,0
11912,37,105508,3125.66,649,2,0.5,5833,60,1,2825.54,Bachelor,Rent,Debt Consolidation,West,-0.103012816,0.058847824,B,74,545.2062819,0
11913,18,33347,1486.51,633,1,7.2,8363,84,,821.16,None,Other,Education,North,-1.912127114,-1.422372926,A,75,25.18979333,0
11914,26,36797,2117.5,603,6,0.2,21882,84,1,,Master,Mortgage,Medical,South,0.611276288,-0.303530135,C,5,188.7119749,0
11915,38,67999,3178.22,510,3,2.3,12418,84,3,652.36,High School,Own,Other,Central,2.032079178,1.467125662,C,19,405.9587542,0
11916,54,87453,871.23,,5,0.7,66771,60,0,9465.74,High School,Rent,Business,East,-1.215856647,1.006245265,D,77,485.2074829,0
11917,39,33683,2032.13,576,3,13.3,16686,48,0,,High School,Mortgage,Home Improvement,North,0.334469194,-0.831357769,A,26,15.80925492,0
11918,45,19233,2068.46,850,1,7.1,37641,12,3,6850.94,Bachelor,Rent,Other,South,-0.208980646,0.009458347,C,20,86.8978934,0
11919,39,39433,1349.39,732,6,0.2,13585,60,0,71565.59,High School,Mortgage,Medical,South,1.310011948,0.982953245,D,22,65.22150818,0
11920,62,28994,2474.97,637,10,0.1,9336,60,,,Master,Mortgage,Debt Consolidation,East,-0.551629158,0.765522096,D,78,160.0456404,0
11921,43,87434,1674.27,850,1,2.8,7388,84,0,,High School,Mortgage,Debt Consolidation,West,-1.847272834,0.183974856,A,93,1109.723894,0
11922,30,,488.46,482,7,0.7,9772,24,1,2514.29,Bachelor,Rent,Home Improvement,East,-0.790444512,1.583969807,B,3,893.5187789,0
11923,47,36654,1174.13,692,5,4,6805,36,0,,Master,Own,Debt Consolidation,West,0.253944694,0.050294532,D,74,26.11487908,0
11924,47,67079,3148.29,805,6,8.6,8581,84,1,,Master,Mortgage,Debt Consolidation,Central,-0.593700502,0.977775457,D,82,83.56245884,0
11925,33,45959,822.2,548,2,2.6,3568,84,0,9495.57,Bachelor,Rent,Home Improvement,North,-1.188609934,1.610578812,A,66,167.4336471,0
11926,24,,810.97,667,1,,73399,60,1,2122.95,None,Rent,Debt Consolidation,South,1.248487143,0.362182792,A,53,176.4291098,0
11927,44,,1572.17,583,7,3.1,14119,48,1,,Master,Rent,Business,Central,1.810363623,-0.963251218,D,54,115.5085245,0
11928,39,141887,396.14,609,1,0.2,16309,60,0,3528.94,Bachelor,Rent,Business,North,0.418171497,-0.3977108,B,6,305.7418906,0
11929,20,72143,3013.08,677,1,,7853,60,1,1864.41,High School,Rent,Debt Consolidation,West,-1.19803275,-0.522267073,C,80,82.11490752,0
11930,20,82017,2110.89,643,3,,8160,12,0,18255.83,Bachelor,Rent,Home Improvement,South,0.031948727,-0.418725901,B,23,553.6067389,0
11931,53,40250,764.3,607,2,0.6,14948,48,0,2747.6,Bachelor,Rent,Home Improvement,East,0.033865417,1.297135487,A,96,1531.024875,0
11932,41,,827.38,723,4,,5795,12,1,19449.3,PhD,Mortgage,Business,East,-0.688525258,-0.537852046,C,51,21.83239248,0
11933,45,,753.35,649,4,18.3,6027,24,,2639.17,Bachelor,Other,Debt Consolidation,South,-0.700275076,-1.143706885,B,9,99.69606318,0
11934,39,37721,1784.11,,6,9.3,7440,48,1,5745.01,Master,Own,Other,West,-0.234557481,0.628677696,C,80,138.0775284,1
11935,25,71283,1989.46,600,2,0.7,2722,84,1,4435.12,Master,Rent,Debt Consolidation,Central,-0.064340709,2.712896196,D,89,154.0314926,0
11936,27,134903,3478.68,668,2,1.6,6444,24,1,21114.52,High School,Rent,Business,Central,-0.856384317,-1.150207107,A,33,41.79470368,0
11937,31,61360,2874.6,597,2,2.9,2835,12,2,1291.48,Bachelor,Own,Debt Consolidation,East,1.262997631,1.217173657,D,30,52.11140633,0
11938,55,,1709.54,572,6,6.4,2191,12,0,,Bachelor,Rent,Business,West,-0.651730111,1.032158647,B,85,921.0536242,0
11939,39,61860,1456.82,761,7,0.1,39860,60,1,15519.56,High School,Rent,Home Improvement,North,0.994303974,0.525161498,A,78,1499.149408,0
11940,33,,3274.05,590,2,0.6,13388,60,0,545.58,High School,Own,Debt Consolidation,North,-1.280286375,0.529301582,D,85,158.6953837,0
11941,36,,3534.38,708,4,5,28474,24,1,,None,Rent,Debt Consolidation,East,0.061705955,-0.248413513,B,34,431.750746,1
11942,55,61963,1594.56,691,5,2.9,3632,24,2,,High School,Mortgage,Home Improvement,East,0.228444983,-0.840963472,A,52,63.25151374,0
11943,38,28995,1900.99,666,6,6.9,2837,36,2,3917.2,High School,Mortgage,Debt Consolidation,Central,-0.967300451,1.529566744,A,62,444.069721,0
11944,41,62109,985.9,,0,,14890,12,1,12441.07,High School,Rent,Other,North,0.082647743,-0.160996749,D,85,57.29031922,0
11945,26,69892,1195.22,,3,,6773,36,0,32670.22,High School,Mortgage,Business,West,-0.041093159,0.928167537,B,54,13.47225639,0
11946,39,44719,446.93,,4,0.2,7404,48,,2605.97,Bachelor,Mortgage,Medical,East,-1.622903058,1.277881877,A,12,56.69567204,0
11947,51,24656,1327.77,613,7,,5822,24,0,6564.16,Bachelor,Own,Medical,East,0.617335331,-0.624914425,C,40,42.32284141,0
11948,56,41175,993.22,477,7,8.4,12404,60,0,,High School,Own,Home Improvement,North,0.556479582,1.801171243,A,18,238.5839258,0
11949,24,184155,271.81,702,5,0.8,27947,24,1,,Bachelor,Mortgage,Business,Central,0.641182916,0.781812305,C,34,127.0302412,0
11950,46,80000,4904.84,592,7,2.8,11206,84,0,12438.77,Master,Rent,Home Improvement,South,-0.260851874,-0.750057892,B,66,45.95403853,0
11951,31,,810.97,615,2,,11079,84,0,26382.84,Master,Rent,Other,North,0.110965559,-0.241165642,A,45,387.5610729,0
11952,18,,2554.91,546,2,3.6,11080,24,1,70844.66,Bachelor,Own,Education,South,0.130302411,1.068720088,B,53,73.2299434,0
11953,36,49201,2321.46,617,3,1.8,4774,84,1,16550.83,Master,Mortgage,Home Improvement,South,0.167885482,0.794831972,A,82,341.5341821,0
11954,54,39476,1598.34,580,5,4.9,8095,60,,6108.89,Bachelor,Rent,Business,West,-0.699704649,1.362538673,A,43,232.9625023,0
11955,43,90926,1129.44,591,4,0.9,5188,60,1,2166.96,PhD,Own,Home Improvement,West,0.220522824,-0.72393905,B,99,125.9931697,0
11956,60,157648,669.88,664,7,11.5,6257,36,1,,Bachelor,Other,Debt Consolidation,South,-1.480978682,0.347353542,A,18,160.8291788,0
11957,52,99208,3311.14,620,4,,7763,36,1,,Bachelor,Mortgage,Debt Consolidation,Central,0.704194477,-0.310410227,D,73,194.9100034,0
11958,28,34153,1607.97,,3,0.7,2907,48,0,,Bachelor,Mortgage,Home Improvement,Central,0.013627729,0.242768001,B,83,174.934712,0
11959,40,70524,673.41,581,2,1.1,68885,60,0,23754.05,None,Rent,Education,West,-1.116692206,-0.500398528,A,27,81.52390043,0
11960,25,40280,2564.83,,5,10.4,6305,36,2,12510.58,High School,Rent,Home Improvement,East,-1.063847942,-0.573341713,C,7,72.71391234,0
11961,43,21942,917.74,482,5,14.9,3596,48,2,3284.59,Master,Own,Debt Consolidation,South,-2.856553265,-0.767383897,D,10,280.0329234,0
11962,39,117632,4144.39,601,2,0.2,12079,36,2,46264.79,Master,Rent,Medical,Central,-0.631353734,0.530398039,B,71,77.3673058,0
11963,29,79825,2201.44,596,5,3.9,16762,36,0,5086.04,Bachelor,Mortgage,Education,East,-2.395348705,-0.420770826,B,27,51.3475534,0
11964,27,48461,667.72,659,4,27.5,26105,84,2,,High School,Mortgage,Medical,East,-2.169263039,-0.880368874,A,54,678.6066842,0
11965,45,55561,4055.44,642,3,4.2,9270,24,1,11541.07,Master,Other,Home Improvement,East,0.071984299,2.16908986,C,92,322.2387877,0
11966,63,100046,365.2,718,5,22.7,24230,12,1,1693.94,Master,Mortgage,Other,East,2.06676943,-0.541437961,A,36,788.5631014,0
11967,22,,670.37,729,1,3.5,9262,84,,8083.97,Bachelor,Own,Business,North,-0.975282651,0.194479213,D,49,93.50853681,0
